step testing_loss benchmark_loss running_difference running_acc
99 10.892 10.8915 0.000280333 0.79
100 11.044 11.0449 0.000289269 0.8
101 10.5742 10.5746 0.00029274 0.8
102 11.8103 11.8111 0.000301523 0.81
103 10.6808 10.6812 0.000305071 0.81
104 10.1546 10.1548 0.000306358 0.81
105 9.61457 9.61523 0.000312109 0.81
106 10.9269 10.9275 0.000317297 0.81
107 10.7408 10.7423 0.000332518 0.81
108 11.0611 11.0621 0.000343933 0.82
109 10.3729 10.3728 0.000343828 0.82
110 10.6899 10.6901 0.000347118 0.83
111 10.2934 10.2942 0.000353556 0.83
112 10.6311 10.6311 0.00035265 0.82
113 10.9979 10.9991 0.000363007 0.82
114 10.6832 10.6834 0.000362482 0.82
115 10.8627 10.8615 0.000350466 0.81
116 10.0422 10.0437 0.000364151 0.81
117 10.556 10.557 0.000374355 0.82
118 9.48194 9.48388 0.00039443 0.83
119 9.91911 9.92041 0.000407658 0.84
120 10.284 10.2851 0.000420389 0.85
121 10.8916 10.8905 0.000405951 0.84
122 11.3687 11.3702 0.000418167 0.84
123 10.3365 10.3365 0.00041647 0.84
124 10.0497 10.0485 0.000400591 0.83
125 10.1 10.1023 0.000421047 0.83
126 11.3168 11.3182 0.000433216 0.83
127 10.5379 10.5379 0.00042963 0.82
128 11.2996 11.3018 0.000445452 0.82
129 10.3452 10.3452 0.000440845 0.81
130 10.9254 10.9259 0.00044445 0.81
131 10.7638 10.7657 0.000458899 0.81
132 10.9391 10.9403 0.000472584 0.82
133 10.4201 10.4207 0.000476475 0.82
134 10.7021 10.7044 0.000497913 0.82
135 10.6654 10.6681 0.000521412 0.82
136 10.1907 10.1918 0.00053278 0.82
137 11.1088 11.1108 0.000549593 0.82
138 9.93057 9.93047 0.00054574 0.81
139 9.94568 9.94506 0.000535412 0.8
140 10.8258 10.8269 0.000543108 0.8
141 10.4643 10.4641 0.000535994 0.79
142 10.668 10.6716 0.000568438 0.79
143 10.5175 10.5201 0.000594645 0.8
144 9.92473 9.92862 0.000631857 0.8
145 10.7737 10.7747 0.000635004 0.8
146 11.1589 11.1604 0.000648966 0.8
147 10.987 10.9857 0.000637054 0.8
148 11.2922 11.2942 0.000647898 0.8
149 10.585 10.5845 0.000642033 0.79
150 10.0948 10.096 0.000662899 0.8
151 10.8827 10.8834 0.000669279 0.8
152 10.8396 10.8405 0.000672569 0.8
153 10.4928 10.4959 0.000696535 0.8
154 10.2196 10.2208 0.000705366 0.8
155 10.6615 10.663 0.000711365 0.8
156 11.3402 11.3413 0.000719767 0.8
157 10.8852 10.889 0.000748167 0.8
158 10.3211 10.3221 0.000760775 0.81
159 10.826 10.8245 0.000749025 0.81
160 10.1317 10.1325 0.000751963 0.81
161 9.50907 9.51092 0.000767689 0.81
162 11.2339 11.2364 0.000785255 0.81
163 11.0051 11.0057 0.000791073 0.81
164 10.9386 10.9391 0.000793781 0.81
165 9.84961 9.85298 0.00082715 0.81
166 10.249 10.2485 0.000822973 0.81
167 10.983 10.9849 0.000841694 0.81
168 10.4 10.3998 0.000836449 0.8
169 9.91025 9.91065 0.000837669 0.8
170 11.048 11.0501 0.000855789 0.8
171 11.4279 11.4297 0.000870876 0.8
172 10.8748 10.8749 0.000868769 0.8
173 9.82784 9.82959 0.000876226 0.8
174 10.8214 10.821 0.000871525 0.79
175 10.9972 10.9976 0.000866508 0.79
176 10.0716 10.0738 0.000884562 0.79
177 10.9665 10.9697 0.000907555 0.79
178 10.3787 10.3783 0.000901108 0.78
179 9.85829 9.85912 0.000894985 0.78
180 11.0644 11.062 0.000868435 0.77
181 9.89668 9.89975 0.000885372 0.77
182 10.7946 10.7947 0.000887184 0.78
183 10.8372 10.8378 0.000889263 0.78
184 11.7567 11.7579 0.000897255 0.78
185 11.522 11.5209 0.000880585 0.77
186 10.7025 10.7033 0.000873632 0.77
187 11.9663 11.9666 0.00088109 0.78
188 10.8564 10.856 0.000870991 0.77
189 9.71744 9.71894 0.000885115 0.77
190 10.66 10.6591 0.000871315 0.76
191 10.9154 10.9194 0.00090291 0.76
192 10.5608 10.5637 0.000914841 0.76
193 10.5805 10.5818 0.000924463 0.76
194 10.1407 10.1422 0.000936823 0.76
195 10.1132 10.1127 0.000923214 0.75
196 9.85409 9.85333 0.000923338 0.75
197 10.8768 10.8758 0.00091629 0.75
198 10.872 10.872 0.00090601 0.74
199 10.269 10.2686 0.000907326 0.74
200 11.5437 11.5454 0.000915575 0.74
201 11.3291 11.3302 0.000923023 0.74
202 9.9204 9.92286 0.000939417 0.74
203 10.8767 10.8793 0.000960951 0.74
204 10.6184 10.6196 0.000972004 0.74
205 10.6156 10.6165 0.000974007 0.74
206 11.2343 11.2342 0.000966768 0.73
207 10.8252 10.824 0.000939112 0.72
208 10.5728 10.5724 0.000925693 0.71
209 11.2753 11.2773 0.000946913 0.72
210 11.5368 11.5384 0.000960684 0.72
211 10.8696 10.8715 0.000971336 0.72
212 9.95517 9.95634 0.000983772 0.73
213 10.7809 10.7813 0.000976467 0.73
214 10.2793 10.2806 0.000987654 0.73
215 10.694 10.697 0.00102922 0.74
216 11.6561 11.6555 0.00100872 0.73
217 11.1585 11.1595 0.00100908 0.73
218 10.3981 10.3994 0.00100249 0.73
219 10.7911 10.7919 0.000997057 0.73
220 10.9078 10.9096 0.00100386 0.73
221 10.4409 10.4408 0.00101376 0.73
222 10.8203 10.82 0.000996733 0.72
223 10.487 10.4905 0.00103016 0.72
224 11.3137 11.3155 0.0010604 0.73
225 10.427 10.4271 0.0010387 0.73
226 11.1944 11.1949 0.00103029 0.73
227 10.7905 10.7946 0.0010724 0.74
228 11.3213 11.3219 0.00105652 0.74
229 10.5891 10.5904 0.00106922 0.75
230 10.7814 10.7811 0.00106095 0.74
231 10.7843 10.7867 0.00106563 0.74
232 10.6187 10.62 0.00106651 0.74
233 10.3121 10.315 0.00108978 0.74
234 10.5226 10.5261 0.00110247 0.74
235 10.1254 10.1281 0.00110289 0.74
236 9.9098 9.90953 0.00108821 0.73
237 11.1756 11.1777 0.00108892 0.73
238 10.8081 10.8101 0.00111032 0.74
239 9.57781 9.5792 0.00113045 0.75
240 9.47581 9.47732 0.0011342 0.75
241 10.4719 10.4734 0.00115137 0.76
242 10.1325 10.1332 0.00112242 0.76
243 10.2792 10.2803 0.00110792 0.76
244 10.8034 10.8045 0.00107972 0.76
245 10.3373 10.3414 0.00111025 0.76
246 11.0612 11.0632 0.00111511 0.76
247 10.8994 10.9034 0.00116865 0.77
248 10.901 10.9007 0.00114605 0.76
249 10.9917 10.9947 0.00118127 0.77
250 9.98574 9.98538 0.0011649 0.76
251 10.8681 10.8694 0.00117122 0.76
252 11.0788 11.0806 0.00117963 0.76
253 10.2344 10.2336 0.0011401 0.75
254 10.6571 10.6573 0.00113049 0.75
255 9.96492 9.96686 0.00113471 0.75
256 10.719 10.7196 0.00113024 0.75
257 10.6467 10.6466 0.00109097 0.74
258 10.4326 10.4329 0.00108326 0.74
259 11.6297 11.6326 0.00112694 0.75
260 10.0231 10.0225 0.00111267 0.74
261 11.1041 11.1054 0.00110691 0.74
262 11.5067 11.5099 0.00111415 0.74
263 11.4293 11.4294 0.00110839 0.74
264 10.0175 10.0166 0.00109533 0.73
265 11.0571 11.057 0.0010604 0.72
266 10.3223 10.3255 0.00109722 0.73
267 10.8505 10.8538 0.00111071 0.73
268 10.7959 10.797 0.00112384 0.74
269 11.0946 11.0991 0.00116465 0.74
270 11.3036 11.305 0.00115761 0.74
271 10.3333 10.3348 0.00115517 0.74
272 11.502 11.5027 0.00116157 0.74
273 10.2499 10.2509 0.00115484 0.74
274 10.7994 10.8006 0.00117044 0.75
275 10.1678 10.1694 0.00118154 0.75
276 9.9823 9.9825 0.00116167 0.75
277 10.901 10.9008 0.0011272 0.74
278 10.4704 10.4718 0.00114463 0.75
279 10.4917 10.4932 0.00115144 0.75
280 10.7611 10.7606 0.00116967 0.75
281 10.4362 10.437 0.00114723 0.75
282 10.4047 10.4053 0.00115256 0.75
283 11.0631 11.0639 0.00115364 0.75
284 10.6059 10.6071 0.00115387 0.75
285 11.0739 11.0757 0.00118316 0.76
286 10.462 10.4636 0.00119107 0.76
287 10.7979 10.7998 0.00120769 0.76
288 10.5768 10.5775 0.00121902 0.77
289 10.3477 10.3466 0.00119244 0.76
290 10.5321 10.5328 0.0012091 0.77
291 10.2146 10.2173 0.00119594 0.77
292 9.66533 9.66395 0.00115279 0.76
293 10.8169 10.8187 0.00115827 0.76
294 10.4211 10.4214 0.00114609 0.76
295 10.3953 10.3963 0.00116104 0.77
296 11.0687 11.0717 0.00119795 0.78
297 11.7404 11.7405 0.00120848 0.79
298 10.5563 10.558 0.00122492 0.8
299 11.0178 11.0197 0.00124764 0.81
300 10.4924 10.4934 0.00124001 0.81
301 9.49662 9.49646 0.00122663 0.8
302 10.7565 10.7556 0.00119306 0.79
303 10.5983 10.5976 0.00116058 0.78
304 9.78701 9.78677 0.00114553 0.77
305 11.3004 11.3008 0.0011412 0.77
306 11.0682 11.0678 0.00113906 0.77
307 10.3591 10.3606 0.00116611 0.78
308 11.9429 11.9417 0.00115864 0.78
309 11.1095 11.1073 0.00111634 0.77
310 9.87079 9.87141 0.00110645 0.77
311 10.2795 10.279 0.00108256 0.76
312 11.0744 11.0761 0.00108842 0.76
313 11.0985 11.0994 0.00109412 0.76
314 10.9167 10.919 0.00110423 0.76
315 11.467 11.4671 0.00107501 0.76
316 10.2166 10.2195 0.0011098 0.77
317 10.3653 10.3652 0.00109822 0.76
318 10.4964 10.4975 0.00109597 0.76
319 10.9316 10.9336 0.00110884 0.76
320 10.5334 10.5341 0.0010981 0.76
321 10.8851 10.8861 0.00111007 0.77
322 10.5815 10.5822 0.00111856 0.78
323 10.7231 10.7237 0.00109048 0.78
324 10.6768 10.679 0.00109371 0.78
325 10.4447 10.4428 0.00107292 0.77
326 11.8911 11.8901 0.00105782 0.76
327 10.3839 10.3838 0.00101551 0.75
328 10.3671 10.3673 0.00101119 0.75
329 10.3669 10.3668 0.000997477 0.74
330 10.885 10.8854 0.00100421 0.75
331 10.5694 10.5713 0.000999775 0.75
332 10.3179 10.3186 0.000993862 0.75
333 10.8128 10.8124 0.000960035 0.74
334 9.82569 9.8263 0.000931072 0.74
335 10.531 10.5335 0.000929651 0.74
336 10.5573 10.5596 0.000955143 0.75
337 10.2427 10.2413 0.000919762 0.74
338 9.69281 9.69291 0.000900326 0.74
339 11.6367 11.6396 0.000914564 0.74
340 10.5741 10.575 0.000909061 0.74
341 10.6062 10.6087 0.000918732 0.74
342 10.6838 10.6844 0.000917892 0.74
343 10.3588 10.3594 0.000912619 0.74
344 10.0971 10.0992 0.00092267 0.74
345 11.3259 11.3249 0.000871754 0.73
346 9.961 9.96173 0.000859518 0.73
347 11.3086 11.3089 0.000822 0.73
348 11.6576 11.6573 0.000821991 0.73
349 10.027 10.0289 0.000810614 0.73
350 11.3797 11.382 0.000836697 0.74
351 10.371 10.373 0.000844517 0.74
352 10.96 10.9597 0.000823813 0.73
353 10.4155 10.419 0.000866604 0.74
354 10.0186 10.0205 0.00088398 0.74
355 10.4741 10.475 0.00087287 0.74
356 10.4318 10.433 0.000878286 0.74
357 10.6077 10.608 0.000882645 0.75
358 10.5903 10.5892 0.000868406 0.74
359 10.4458 10.4457 0.000837898 0.73
360 10.6629 10.6641 0.000855513 0.74
361 11.0068 11.0089 0.000864153 0.74
362 9.83321 9.83516 0.00085144 0.74
363 11.153 11.1533 0.000853806 0.74
364 11.0764 11.0785 0.000882397 0.75
365 11.4365 11.437 0.000888996 0.76
366 10.7572 10.7565 0.000850115 0.75
367 9.84548 9.8473 0.000835304 0.75
368 11.4871 11.4869 0.000821114 0.74
369 10.4254 10.4263 0.000785551 0.74
370 11.0107 11.0104 0.000768147 0.73
371 10.3642 10.3659 0.000770493 0.73
372 10.2277 10.2293 0.000779753 0.73
373 10.3552 10.3553 0.000770636 0.73
374 10.8467 10.848 0.000771799 0.73
375 10.2608 10.2632 0.000780134 0.73
376 10.5522 10.5525 0.000781021 0.73
377 11.2437 11.2445 0.000790815 0.74
378 10.8544 10.8547 0.000780048 0.74
379 10.9338 10.9348 0.000775499 0.74
380 10.3525 10.3522 0.000777931 0.74
381 10.1853 10.1859 0.000775852 0.74
382 10.0172 10.0188 0.000786142 0.74
383 11.1256 11.1281 0.000803642 0.74
384 10.9366 10.9368 0.000793486 0.74
385 10.154 10.1564 0.000800629 0.74
386 10.0808 10.083 0.000806866 0.74
387 9.87224 9.8721 0.00078598 0.73
388 10.0306 10.03 0.000772896 0.72
389 10.2749 10.277 0.000804901 0.73
390 10.4457 10.4469 0.000810118 0.73
391 10.934 10.9324 0.000767174 0.72
392 10.6975 10.6975 0.000780888 0.72
393 10.6995 10.7007 0.000775414 0.72
394 9.94948 9.95119 0.000789747 0.72
395 10.6617 10.6624 0.000786657 0.72
396 10.6044 10.6063 0.000776014 0.72
397 9.90463 9.90502 0.0007792 0.72
398 10.4923 10.492 0.000760317 0.71
399 11.0413 11.0441 0.000769253 0.71
400 10.9067 10.9082 0.000774746 0.71
401 11.0347 11.0325 0.000754242 0.71
402 10.6884 10.6895 0.000774879 0.72
403 11.3053 11.3076 0.000804462 0.73
404 10.4575 10.4587 0.000818853 0.74
405 10.3145 10.3165 0.000835266 0.74
406 10.6095 10.608 0.000823679 0.74
407 10.0229 10.0236 0.000814867 0.74
408 10.5406 10.5428 0.00084774 0.75
409 10.9481 10.9492 0.000880213 0.76
410 10.5347 10.535 0.000876589 0.76
411 9.90678 9.90897 0.00090311 0.77
412 11.0384 11.0381 0.000883532 0.76
413 10.886 10.8874 0.00088727 0.76
414 10.4621 10.4628 0.000871458 0.76
415 9.78445 9.78641 0.000890417 0.76
416 10.9399 10.9408 0.000869665 0.76
417 10.9831 10.9832 0.000872011 0.77
418 10.3246 10.3249 0.000865154 0.77
419 10.2551 10.2577 0.000871286 0.77
420 10.6175 10.6197 0.000885162 0.77
421 10.987 10.9894 0.000898809 0.77
422 10.9653 10.965 0.000889483 0.76
423 10.6254 10.6275 0.000904112 0.76
424 11.4108 11.4088 0.000862722 0.75
425 10.9241 10.9276 0.000917616 0.76
426 10.7796 10.7821 0.000952463 0.77
427 10.9794 10.9783 0.000942345 0.77
428 11.1361 11.1357 0.000935822 0.76
429 10.5754 10.5755 0.000937786 0.77
430 9.8094 9.80783 0.00091774 0.76
431 11.0712 11.0736 0.000922308 0.76
432 11.2179 11.2203 0.000938997 0.76
433 10.8929 10.8942 0.000956602 0.77
434 10.3696 10.3717 0.000971231 0.77
435 10.4219 10.4247 0.000972729 0.77
436 10.1488 10.1502 0.000964155 0.77
437 10.8042 10.8015 0.000951595 0.77
438 11.3149 11.3174 0.00097578 0.77
439 10.4446 10.4461 0.000962429 0.77
440 11.4921 11.4961 0.000992537 0.77
441 11.4749 11.4752 0.00097086 0.77
442 11.1895 11.1894 0.000963926 0.76
443 11.2523 11.254 0.000974884 0.76
444 10.1543 10.1564 0.000975208 0.76
445 10.3087 10.309 0.000988417 0.77
446 11.059 11.0612 0.00100298 0.77
447 10.7554 10.7546 0.000991783 0.76
448 10.1117 10.1128 0.00100585 0.77
449 9.85641 9.85635 0.00098691 0.76
450 10.9545 10.956 0.000979242 0.76
451 11.5295 11.5297 0.000960512 0.76
452 9.85227 9.85313 0.000971889 0.77
453 10.6746 10.6763 0.00095458 0.77
454 10.8695 10.8709 0.000949154 0.77
455 11.7998 11.8021 0.000963469 0.77
456 10.4999 10.5031 0.000983257 0.77
457 10.9309 10.9324 0.000995378 0.77
458 10.9414 10.9437 0.00103048 0.78
459 10.6177 10.6176 0.00103031 0.78
460 9.54935 9.5502 0.00102686 0.78
461 11.7978 11.7978 0.00100579 0.78
462 11.1014 11.1017 0.000989113 0.78
463 10.8007 10.8032 0.00101131 0.78
464 11.267 11.2681 0.00100225 0.78
465 10.9496 10.9519 0.00101966 0.78
466 10.4308 10.4334 0.00105232 0.79
467 10.355 10.357 0.00105472 0.79
468 10.1813 10.1811 0.0010558 0.79
469 11.3183 11.3195 0.00105844 0.79
470 10.8728 10.8755 0.00108944 0.8
471 11.1864 11.1887 0.00109596 0.8
472 10.2192 10.2185 0.00107249 0.79
473 10.6862 10.6857 0.0010661 0.78
474 10.5971 10.5976 0.00105855 0.78
475 10.0052 10.0064 0.00104665 0.78
476 10.4585 10.4587 0.00104551 0.78
477 10.9769 10.9773 0.00104258 0.78
478 10.4468 10.4494 0.00106596 0.78
479 11.3119 11.3126 0.00106262 0.78
480 10.9705 10.9731 0.00109197 0.79
481 11.0771 11.0799 0.00111369 0.79
482 10.1233 10.1244 0.00110803 0.79
483 11.0999 11.1003 0.00108714 0.79
484 10.8468 10.8479 0.00109618 0.79
485 10.9608 10.9606 0.00106933 0.78
486 10.6912 10.6915 0.00105 0.78
487 9.76799 9.76751 0.00104661 0.78
488 10.9662 10.9674 0.00106398 0.79
489 10.4975 10.4982 0.00104982 0.79
490 10.7575 10.7585 0.0010471 0.79
491 11.4699 11.472 0.00108371 0.8
492 11.2043 11.2052 0.00109247 0.81
493 11.2515 11.2519 0.00108368 0.81
494 9.9907 9.98908 0.00105046 0.8
495 10.4252 10.4282 0.00107469 0.8
496 10.3763 10.3768 0.00106099 0.8
497 10.6432 10.6432 0.00105784 0.8
498 10.6586 10.6603 0.0010778 0.81
499 10.6392 10.6402 0.00105892 0.81
500 10.4937 10.4932 0.00103907 0.8
501 10.3262 10.3275 0.00107495 0.81
502 10.431 10.4328 0.00108043 0.81
503 10.6251 10.6245 0.0010515 0.8
504 10.686 10.6844 0.00102331 0.79
505 10.6003 10.6021 0.00102103 0.79
506 11.0168 11.0169 0.00103763 0.8
507 11.2455 11.2469 0.00104549 0.8
508 11.4899 11.4919 0.00104426 0.8
509 11.1869 11.188 0.00104517 0.8
510 10.4884 10.4907 0.00106562 0.8
511 11.1611 11.1627 0.00105983 0.8
512 11.0826 11.0837 0.00107245 0.81
513 10.6371 10.6394 0.00108182 0.81
514 11.1277 11.1304 0.0011018 0.81
515 10.9229 10.9232 0.00108493 0.81
516 10.4283 10.4301 0.00109497 0.81
517 10.878 10.879 0.00110429 0.81
518 10.7583 10.7591 0.00110798 0.81
519 10.1225 10.1233 0.00108968 0.81
520 10.9823 10.9836 0.00108133 0.81
521 11.1259 11.1274 0.00107246 0.81
522 10.3693 10.3711 0.00109412 0.82
523 11.0931 11.0941 0.00108395 0.82
524 10.3357 10.3365 0.00111123 0.83
525 10.6732 10.6753 0.00109684 0.83
526 11.2344 11.2358 0.00108586 0.83
527 10.6044 10.6048 0.00110044 0.84
528 10.5241 10.5234 0.00109777 0.84
529 10.1849 10.1864 0.00111156 0.84
530 10.6612 10.6608 0.00112347 0.84
531 11.0139 11.0152 0.00111267 0.84
532 10.5601 10.5605 0.00109265 0.84
533 11.018 11.0203 0.00110236 0.84
534 11.7353 11.7376 0.0011042 0.84
535 10.7418 10.7432 0.00109086 0.84
536 9.98664 9.98812 0.00109156 0.84
537 10.6819 10.6817 0.0011173 0.84
538 11.5098 11.5092 0.00108632 0.83
539 10.606 10.605 0.00106164 0.82
540 10.5264 10.5295 0.00105313 0.82
541 10.6654 10.6663 0.00105852 0.82
542 10.2796 10.2783 0.00104594 0.82
543 10.0223 10.0224 0.0010294 0.82
544 10.3886 10.3923 0.00104533 0.82
545 10.5397 10.5424 0.00106944 0.82
546 10.2415 10.2429 0.00106107 0.82
547 10.8224 10.8212 0.00105668 0.82
548 10.2294 10.2301 0.00105268 0.82
549 10.8695 10.8695 0.00105301 0.82
550 11.3331 11.3355 0.001062 0.82
551 9.90045 9.90095 0.00106517 0.82
552 10.3739 10.3745 0.00106252 0.82
553 11.1015 11.1026 0.00105575 0.82
554 10.326 10.3282 0.00106329 0.82
555 10.8963 10.8981 0.00105895 0.82
556 11.2791 11.2788 0.00102357 0.81
557 11.3776 11.3776 0.00100917 0.81
558 9.83956 9.83985 0.000988283 0.81
559 9.4249 9.4267 0.00100781 0.82
560 10.2909 10.2896 0.000987015 0.81
561 10.7678 10.7701 0.00100946 0.81
562 10.712 10.712 0.00100754 0.81
563 10.4106 10.4139 0.00101496 0.81
564 10.8772 10.8774 0.00100639 0.81
565 10.3856 10.3843 0.000971155 0.8
566 9.85509 9.85795 0.00097393 0.8
567 11.1894 11.1931 0.00099081 0.8
568 10.1864 10.1901 0.00102968 0.81
569 11.6844 11.6846 0.00101991 0.81
570 10.6913 10.6906 0.000986166 0.8
571 10.6115 10.6148 0.000994759 0.8
572 10.3851 10.3856 0.00100657 0.81
573 10.0474 10.0481 0.00101845 0.82
574 10.7046 10.7055 0.00102242 0.82
575 10.8186 10.8222 0.00104616 0.82
576 10.2281 10.2313 0.00107635 0.82
577 10.083 10.0837 0.00107915 0.82
578 10.8198 10.8231 0.00108509 0.82
579 11.2731 11.2753 0.00109989 0.82
580 10.971 10.9724 0.00108793 0.82
581 10.1412 10.1399 0.0010463 0.81
582 11.0021 11.0035 0.00104952 0.81
583 10.5785 10.5808 0.0010683 0.81
584 11.1584 11.1589 0.00106224 0.81
585 11.5911 11.5901 0.00105384 0.81
586 10.0113 10.0125 0.00106273 0.81
587 9.77768 9.77831 0.00107387 0.82
588 10.7094 10.7104 0.00107159 0.82
589 10.4633 10.4648 0.00108043 0.82
590 10.6722 10.6744 0.00109232 0.82
591 11.1901 11.1924 0.00109431 0.82
592 10.3731 10.3761 0.00111613 0.82
593 10.0991 10.0988 0.00110866 0.81
594 10.6826 10.6842 0.001141 0.82
595 10.4646 10.4656 0.0011202 0.82
596 11.0947 11.0971 0.00113897 0.82
597 10.8507 10.8539 0.00116939 0.82
598 10.5099 10.5112 0.00116487 0.82
599 10.5409 10.5434 0.0011811 0.82
600 11.163 11.1638 0.00119479 0.83
601 11.2724 11.2735 0.00119174 0.83
602 10.083 10.0834 0.00117866 0.83
603 9.87365 9.87394 0.00118773 0.84
604 11.044 11.046 0.00122398 0.85
605 10.6516 10.653 0.00121943 0.85
606 10.5616 10.5624 0.00122537 0.85
607 10.5525 10.5543 0.00122916 0.85
608 10.8827 10.8821 0.0012019 0.84
609 10.9855 10.9865 0.00119984 0.84
610 11.039 11.0416 0.00120234 0.84
611 10.7607 10.7593 0.00117304 0.83
612 11.4629 11.4621 0.00115472 0.82
613 9.5979 9.59818 0.00113468 0.82
614 10.6524 10.6524 0.00110849 0.82
615 11.2294 11.2287 0.00109894 0.81
616 11.1312 11.1313 0.0010814 0.81
617 10.6734 10.6741 0.00107808 0.81
618 10.2834 10.2854 0.00109099 0.81
619 10.3395 10.3422 0.00110965 0.81
620 9.93844 9.9394 0.00110643 0.81
621 10.5385 10.5396 0.00110188 0.81
622 11.0217 11.0217 0.00108289 0.8
623 10.2844 10.2856 0.00108503 0.8
624 11.1743 11.1736 0.00107076 0.79
625 11.0526 11.0534 0.00105802 0.79
